id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
MONDO:0100431	biolink:Disease												
MONDO:0005462	biolink:Disease												
MONDO:0018135	biolink:Disease												
MONDO:0011749	biolink:Disease												
MONDO:0004691	biolink:Disease												
MONDO:0008344	biolink:Disease												
MONDO:0004669	biolink:Disease												
MONDO:0006960	biolink:Disease												
CHEBI:166766	biolink:ChemicalSubstance												
MONDO:0018479	biolink:Disease												
MONDO:0000004	biolink:Disease												
MONDO:0001836	biolink:Disease												
MONDO:0006643	biolink:Disease												
MONDO:0008729	biolink:Disease												
MONDO:0020040	biolink:Disease												
MONDO:0006746	biolink:Disease												
MONDO:0007080	biolink:Disease												
MONDO:0003009	biolink:Disease												
MONDO:0006846	biolink:Disease												
MONDO:0001105	biolink:Disease												
MONDO:0019618	biolink:Disease												
MONDO:0006952	biolink:Disease												
CHEBI:81481	biolink:ChemicalSubstance												
CHEBI:167808	biolink:ChemicalSubstance												
MONDO:0019933	biolink:Disease												
MONDO:0009049	biolink:Disease												
MONDO:0015129	biolink:Disease												
MONDO:0009022	biolink:Disease												
MONDO:0017795	biolink:Disease												
MONDO:0018634	biolink:Disease												
MONDO:0000465	biolink:Disease												
MONDO:0008855	biolink:Disease												
MONDO:0007187	biolink:Disease												
MONDO:0006115	biolink:Disease												
MONDO:0002245	biolink:Disease												
MONDO:0021004	biolink:Disease												
MONDO:0007216	biolink:Disease												
MONDO:0007221	biolink:Disease												
MONDO:0012742	biolink:Disease												
MONDO:0015280	biolink:Disease												
MONDO:0006690	biolink:Disease												
